Tahun,Bulan,Tanggal,GMSL,GMSL uncertainty
1953,4,15,-55.8,7.5
1953,5,15,-52.5,7.5
1953,6,15,-49.9,7.4
1953,7,15,-52.4,7.5
1953,8,15,-55.0,7.5
1953,9,15,-57.6,7.4
1953,10,15,-59.8,7.4
1953,11,15,-60.5,7.4
1953,12,15,-61.2,7.4
1954,1,15,-59.0,7.4
1954,2,15,-57.6,7.4
1954,3,15,-56.9,7.4
1954,4,15,-59.2,7.3
1954,5,15,-58.9,7.3
1954,6,15,-61.8,7.3
1954,7,15,-64.4,7.3
1954,8,15,-65.2,7.3
1954,9,15,-62.9,7.3
1954,10,15,-58.0,7.3
1954,11,15,-52.8,7.3
1954,12,15,-50.5,7.3
1955,1,15,-48.8,7.2
1955,2,15,-49.1,7.1
1955,3,15,-52.4,7.1
1955,4,15,-56.5,7.1
1955,5,15,-61.2,7.1
1955,6,15,-64.2,7.1
1955,7,15,-66.3,7.1
1955,8,15,-63.1,7.1
1955,9,15,-62.0,7.1
1955,10,15,-57.5,7.1
1955,11,15,-57.0,7.1
1955,12,15,-57.6,7.1
1956,1,15,-58.6,7.1
1956,2,15,-62.2,7.1
1956,3,15,-61.4,7.1
1956,4,15,-58.5,7.1
1956,5,15,-58.5,7.0
1956,6,15,-60.0,7.0
1956,7,15,-64.9,7.0
1956,8,15,-66.1,7.0
1956,9,15,-66.8,7.0
1956,10,15,-67.2,7.0
1956,11,15,-67.3,7.0
1956,12,15,-65.9,7.2
1957,1,15,-61.3,7.1
1957,2,15,-53.1,7.1
1957,3,15,-48.9,7.1
1957,4,15,-47.2,7.1
1957,5,15,-45.5,7.1
1957,6,15,-45.4,7.1
1957,7,15,-45.7,6.8
1957,8,15,-48.8,6.8
1957,9,15,-49.6,6.8
1957,10,15,-50.7,6.8
1957,11,15,-49.5,6.8
1957,12,15,-50.5,6.8
1958,1,15,-48.5,6.7
1958,2,15,-49.0,6.7
1958,3,15,-48.9,6.7
1958,4,15,-51.4,6.7
1958,5,15,-50.9,6.7
1958,6,15,-51.0,6.7
1958,7,15,-49.8,6.6
1958,8,15,-49.2,6.6
1958,9,15,-47.9,6.6
1958,10,15,-45.6,6.6
1958,11,15,-44.2,6.6
1958,12,15,-43.3,6.6
1959,1,15,-45.4,6.5
1959,2,15,-48.7,6.5
1959,3,15,-50.8,6.5
1959,4,15,-50.1,6.5
1959,5,15,-49.7,6.5
1959,6,15,-48.3,6.5
1959,7,15,-48.0,6.5
1959,8,15,-45.6,6.5
1959,9,15,-46.6,6.5
1959,10,15,-45.0,6.5
1959,11,15,-49.4,6.6
1959,12,15,-48.6,6.6
1960,1,15,-48.9,6.6
1960,2,15,-44.9,6.6
1960,3,15,-45.1,6.6
1960,4,15,-43.1,6.6
1960,5,15,-42.5,6.6
1960,6,15,-42.9,6.6
1960,7,15,-44.1,6.6
1960,8,15,-44.9,6.6
1960,9,15,-45.4,6.6
1960,10,15,-44.7,6.6
1960,11,15,-43.9,6.6
1960,12,15,-40.8,6.6
1961,1,15,-38.0,6.6
1961,2,15,-33.2,6.6
1961,3,15,-32.8,6.6
1961,4,15,-32.4,6.6
1961,5,15,-34.8,6.6
1961,6,15,-36.9,6.6
1961,7,15,-37.8,6.6
1961,8,15,-38.8,6.6
1961,9,15,-40.0,6.6
1961,10,15,-43.1,6.6
1961,11,15,-45.1,6.6
1961,12,15,-44.2,6.7
1962,1,15,-44.3,6.7
1962,2,15,-42.8,6.7
1962,3,15,-44.1,6.6
1962,4,15,-44.6,6.6
1962,5,15,-45.4,6.6
1962,6,15,-45.1,6.6
1962,7,15,-46.6,6.6
1962,8,15,-43.7,6.6
1962,9,15,-42.3,6.6
1962,10,15,-39.1,6.6
1962,11,15,-40.1,6.6
1962,12,15,-41.7,6.7
1963,1,15,-40.5,6.6
1963,2,15,-40.7,6.6
1963,3,15,-40.8,6.6
1963,4,15,-42.8,6.6
1963,5,15,-44.2,6.7
1963,6,15,-45.7,6.7
1963,7,15,-47.0,6.7
1963,8,15,-48.3,6.7
1963,9,15,-45.9,6.6
1963,10,15,-47.1,6.6
1963,11,15,-45.3,6.6
1963,12,15,-50.8,6.6
1964,1,15,-55.0,6.6
1964,2,15,-59.3,6.6
1964,3,15,-60.2,6.6
1964,4,15,-60.7,6.6
1964,5,15,-56.2,6.6
1964,6,15,-50.8,6.7
1964,7,15,-46.8,6.7
1964,8,15,-46.6,6.7
1964,9,15,-48.5,6.7
1964,10,15,-51.3,6.7
1964,11,15,-50.8,6.7
1964,12,15,-47.7,6.8
1965,1,15,-43.3,6.7
1965,2,15,-38.8,6.7
1965,3,15,-40.8,6.8
1965,4,15,-44.0,6.7
1965,5,15,-47.6,6.7
1965,6,15,-46.7,6.6
1965,7,15,-43.5,6.5
1965,8,15,-40.0,6.5
1965,9,15,-36.6,6.6
1965,10,15,-38.2,6.6
1965,11,15,-38.7,6.7
1965,12,15,-40.3,6.7
1966,1,15,-40.9,6.5
1966,2,15,-42.9,6.5
1966,3,15,-45.4,6.4
1966,4,15,-47.5,6.5
1966,5,15,-48.6,6.5
1966,6,15,-48.9,6.5
1966,7,15,-47.1,6.5
1966,8,15,-46.7,6.5
1966,9,15,-46.7,6.6
1966,10,15,-48.1,6.6
1966,11,15,-51.5,6.6
1966,12,15,-49.3,6.6
1967,1,15,-50.5,6.6
1967,2,15,-50.2,6.6
1967,3,15,-52.5,6.6
1967,4,15,-50.9,6.5
1967,5,15,-49.4,6.6
1967,6,15,-44.6,6.5
1967,7,15,-44.0,6.5
1967,8,15,-42.0,6.5
1967,9,15,-41.7,6.5
1967,10,15,-41.0,6.5
1967,11,15,-40.4,6.5
1967,12,15,-40.1,6.6
1968,1,15,-39.6,6.7
1968,2,15,-42.0,6.7
1968,3,15,-48.0,6.7
1968,4,15,-53.0,6.7
1968,5,15,-56.7,6.7
1968,6,15,-55.3,6.7
1968,7,15,-50.9,6.7
1968,8,15,-43.5,6.7
1968,9,15,-39.6,6.7
1968,10,15,-36.0,6.7
1968,11,15,-35.7,6.7
1968,12,15,-37.4,6.9
1969,1,15,-35.8,6.9
1969,2,15,-37.2,6.9
1969,3,15,-36.2,7.0
1969,4,15,-37.4,7.0
1969,5,15,-38.6,7.0
1969,6,15,-39.1,7.0
1969,7,15,-41.1,7.0
1969,8,15,-38.9,7.0
1969,9,15,-37.9,7.0
1969,10,15,-36.5,7.0
1969,11,15,-37.9,7.0
1969,12,15,-39.4,7.0
1970,1,15,-38.8,7.0
1970,2,15,-37.6,7.0
1970,3,15,-38.2,7.0
1970,4,15,-41.1,6.9
1970,5,15,-41.3,6.9
1970,6,15,-41.0,6.9
1970,7,15,-42.6,6.9
1970,8,15,-41.9,7.0
1970,9,15,-42.4,7.0
1970,10,15,-38.7,7.0
1970,11,15,-38.6,7.0
1970,12,15,-37.1,7.0
1971,1,15,-34.9,7.0
1971,2,15,-31.7,7.0
1971,3,15,-30.7,7.0
1971,4,15,-31.4,6.9
1971,5,15,-35.2,6.9
1971,6,15,-37.7,6.9
1971,7,15,-38.5,6.9
1971,8,15,-36.5,6.9
1971,9,15,-33.1,6.9
1971,10,15,-33.5,6.9
1971,11,15,-35.9,6.9
1971,12,15,-37.6,6.9
1972,1,15,-34.0,6.9
1972,2,15,-29.2,6.9
1972,3,15,-25.3,7.1
1972,4,15,-24.6,7.1
1972,5,15,-22.6,6.9
1972,6,15,-20.2,6.9
1972,7,15,-19.1,6.9
1972,8,15,-23.1,6.9
1972,9,15,-25.7,6.9
1972,10,15,-27.9,6.9
1972,11,15,-26.9,6.9
1972,12,15,-28.5,6.9
1973,1,15,-33.2,6.9
1973,2,15,-33.6,6.9
1973,3,15,-34.6,6.9
1973,4,15,-31.7,6.9
1973,5,15,-33.8,6.9
1973,6,15,-32.7,6.8
1973,7,15,-34.4,6.8
1973,8,15,-34.4,6.8
1973,9,15,-34.5,6.8
1973,10,15,-31.6,6.8
1973,11,15,-24.7,6.8
1973,12,15,-19.9,6.8
1974,1,15,-15.4,6.8
1974,2,15,-16.5,6.8
1974,3,15,-17.6,6.8
1974,4,15,-17.4,6.8
1974,5,15,-17.7,6.8
1974,6,15,-18.3,6.8
1974,7,15,-20.4,6.8
1974,8,15,-22.1,6.8
1974,9,15,-23.0,6.8
1974,10,15,-23.8,6.8
1974,11,15,-22.6,6.8
1974,12,15,-21.8,6.8
1975,1,15,-21.1,6.8
1975,2,15,-20.2,6.8
1975,3,15,-18.7,6.8
1975,4,15,-20.0,6.7
1975,5,15,-21.3,6.7
1975,6,15,-23.4,6.7
1975,7,15,-23.4,6.7
1975,8,15,-22.0,6.7
1975,9,15,-21.3,6.7
1975,10,15,-20.7,6.7
1975,11,15,-20.5,6.8
1975,12,15,-22.7,6.8
1976,1,15,-22.9,6.8
1976,2,15,-25.7,6.8
1976,3,15,-24.4,6.8
1976,4,15,-23.2,6.8
1976,5,15,-22.5,6.8
1976,6,15,-20.4,6.8
1976,7,15,-21.6,6.8
1976,8,15,-23.5,6.8
1976,9,15,-22.2,6.8
1976,10,15,-22.6,6.7
1976,11,15,-19.7,6.7
1976,12,15,-19.5,6.7
1977,1,15,-20.9,6.7
1977,2,15,-23.6,6.7
1977,3,15,-25.4,6.7
1977,4,15,-27.6,6.7
1977,5,15,-27.1,6.7
1977,6,15,-26.5,6.6
1977,7,15,-25.5,6.6
1977,8,15,-24.8,6.6
1977,9,15,-23.8,6.5
1977,10,15,-23.1,6.5
1977,11,15,-21.0,6.5
1977,12,15,-18.3,6.6
1978,1,15,-15.7,6.6
1978,2,15,-12.0,6.6
1978,3,15,-13.0,6.6
1978,4,15,-13.3,6.6
1978,5,15,-17.0,6.6
1978,6,15,-18.5,6.6
1978,7,15,-19.9,6.7
1978,8,15,-18.3,6.7
1978,9,15,-18.0,6.7
1978,10,15,-17.7,6.7
1978,11,15,-22.2,6.7
1978,12,15,-25.2,6.7
1979,1,15,-28.0,6.7
1979,2,15,-26.9,6.7
1979,3,15,-25.8,6.7
1979,4,15,-26.1,6.7
1979,5,15,-27.5,6.7
1979,6,15,-27.1,6.7
1979,7,15,-24.7,6.7
1979,8,15,-19.9,6.7
1979,9,15,-17.3,6.7
1979,10,15,-14.9,6.7
1979,11,15,-17.2,6.5
1979,12,15,-15.0,6.5
1980,1,15,-15.2,6.5
1980,2,15,-14.1,6.5
1980,3,15,-16.1,6.4
1980,4,15,-15.8,6.5
1980,5,15,-16.1,6.5
1980,6,15,-16.7,6.5
1980,7,15,-19.2,6.6
1980,8,15,-21.0,6.6
1980,9,15,-21.0,6.6
1980,10,15,-19.2,6.6
1980,11,15,-14.0,6.6
1980,12,15,-9.9,6.6
1981,1,15,-7.8,6.5
1981,2,15,-6.8,6.5
1981,3,15,-5.0,6.6
1981,4,15,-4.0,6.6
1981,5,15,-2.7,6.6
1981,6,15,-2.2,6.5
1981,7,15,-3.9,6.5
1981,8,15,-3.1,6.4
1981,9,15,-4.1,6.4
1981,10,15,-2.0,6.4
1981,11,15,-2.9,6.4
1981,12,15,-4.4,6.4
1982,1,15,-8.2,6.4
1982,2,15,-9.3,6.4
1982,3,15,-10.6,6.4
1982,4,15,-13.1,6.4
1982,5,15,-13.5,6.4
1982,6,15,-14.7,6.3
1982,7,15,-15.8,6.3
1982,8,15,-14.4,6.3
1982,9,15,-10.3,6.3
1982,10,15,-4.7,6.2
1982,11,15,-2.1,6.2
1982,12,15,-1.6,6.4
1983,1,15,0.2,6.4
1983,2,15,-0.5,6.5
1983,3,15,1.1,6.5
1983,4,15,4.3,6.5
1983,5,15,7.5,6.5
1983,6,15,6.0,6.5
1983,7,15,1.8,6.5
1983,8,15,-5.9,6.4
1983,9,15,-6.7,6.4
1983,10,15,-9.7,6.5
1983,11,15,-6.8,6.5
1983,12,15,-8.9,6.5
1984,1,15,-7.5,6.5
1984,2,15,-6.3,6.5
1984,3,15,-3.0,6.4
1984,4,15,-2.2,6.3
1984,5,15,-1.2,6.3
1984,6,15,1.0,6.3
1984,7,15,0.6,6.3
1984,8,15,2.0,6.3
1984,9,15,-0.2,6.3
1984,10,15,-1.1,6.3
1984,11,15,-4.4,6.3
1984,12,15,-6.4,6.4
1985,1,15,-10.4,6.2
1985,2,15,-9.5,6.2
1985,3,15,-11.7,6.2
1985,4,15,-11.7,6.2
1985,5,15,-13.5,6.3
1985,6,15,-13.1,6.3
1985,7,15,-13.7,6.3
1985,8,15,-15.4,6.3
1985,9,15,-14.6,6.3
1985,10,15,-13.9,6.3
1985,11,15,-12.5,6.3
1985,12,15,-12.2,6.3
1986,1,15,-10.8,6.3
1986,2,15,-9.7,6.3
1986,3,15,-10.3,6.3
1986,4,15,-10.5,6.3
1986,5,15,-11.8,6.3
1986,6,15,-11.0,6.3
1986,7,15,-13.3,6.3
1986,8,15,-12.5,6.3
1986,9,15,-13.5,6.3
1986,10,15,-13.9,6.3
1986,11,15,-14.3,6.2
1986,12,15,-13.1,6.2
1987,1,15,-11.2,6.2
1987,2,15,-8.5,6.2
1987,3,15,-10.8,6.2
1987,4,15,-12.4,6.3
1987,5,15,-10.9,6.3
1987,6,15,-9.3,6.3
1987,7,15,-8.2,6.3
1987,8,15,-13.5,6.3
1987,9,15,-15.3,6.2
1987,10,15,-16.7,6.2
1987,11,15,-12.1,6.2
1987,12,15,-8.6,6.3
1988,1,15,-9.1,6.3
1988,2,15,-7.8,6.2
1988,3,15,-9.9,6.3
1988,4,15,-8.2,6.3
1988,5,15,-8.1,6.3
1988,6,15,-6.6,6.3
1988,7,15,-6.4,6.3
1988,8,15,-4.8,6.3
1988,9,15,-3.3,6.3
1988,10,15,-2.6,6.3
1988,11,15,-4.9,6.3
1988,12,15,-9.4,6.4
1989,1,15,-9.4,6.4
1989,2,15,-8.0,6.3
1989,3,15,-2.4,6.3
1989,4,15,-1.6,6.3
1989,5,15,-1.1,6.3
1989,6,15,-3.0,6.3
1989,7,15,-2.7,6.3
1989,8,15,-1.0,6.4
1989,9,15,0.3,6.4
1989,10,15,0.6,6.4
1989,11,15,1.1,6.4
1989,12,15,-0.6,6.4
1990,1,15,-0.2,6.5
1990,2,15,-2.6,6.5
1990,3,15,-4.4,6.5
1990,4,15,-3.9,6.5
1990,5,15,-4.1,6.5
1990,6,15,-0.0,6.5
1990,7,15,-0.2,6.5
1990,8,15,2.8,6.5
1990,9,15,3.0,6.5
1990,10,15,3.8,6.5
1990,11,15,4.3,6.5
1990,12,15,1.6,6.5
1991,1,15,3.0,6.5
1991,2,15,3.7,6.5
1991,3,15,5.0,6.5
1991,4,15,1.4,6.5
1991,5,15,-1.0,6.5
1991,6,15,-1.4,6.5
1991,7,15,1.0,6.5
1991,8,15,3.6,6.5
1991,9,15,3.8,6.5
1991,10,15,4.1,6.5
1991,11,15,4.0,6.5
1991,12,15,2.9,6.6
1992,1,15,5.0,6.6
1992,2,15,6.0,6.6
1992,3,15,4.6,6.5
1992,4,15,3.1,6.6
1992,5,15,0.6,6.6
1992,6,15,1.0,6.6
1992,7,15,0.3,6.6
1992,8,15,0.6,6.6
1992,9,15,2.2,6.5
1992,10,15,5.5,6.5
1992,11,15,5.1,6.5
1992,12,15,4.0,6.6
1993,1,15,2.7,6.6
1993,2,15,3.8,6.6
1993,3,15,6.3,6.6
1993,4,15,8.3,6.6
1993,5,15,8.6,6.6
1993,6,15,4.3,6.6
1993,7,15,0.6,6.6
1993,8,15,-2.4,6.6
1993,9,15,-5.3,6.6
1993,10,15,-4.1,6.6
1993,11,15,-5.2,6.6
1993,12,15,-0.6,6.6
1994,1,15,3.4,6.6
1994,2,15,4.0,6.6
1994,3,15,6.0,6.6
1994,4,15,5.1,6.5
1994,5,15,7.4,6.5
1994,6,15,6.4,6.5
1994,7,15,9.0,6.5
1994,8,15,8.3,6.5
1994,9,15,8.0,6.5
1994,10,15,7.6,6.5
1994,11,15,5.9,6.6
1994,12,15,7.8,6.6
1995,1,15,8.6,6.6
1995,2,15,9.7,6.6
1995,3,15,10.4,6.6
1995,4,15,8.6,6.6
1995,5,15,7.7,6.6
1995,6,15,6.6,6.6
1995,7,15,7.9,6.5
1995,8,15,7.3,6.5
1995,9,15,8.6,6.5
1995,10,15,10.1,6.5
1995,11,15,12.5,6.5
1995,12,15,16.3,6.5
1996,1,15,16.2,6.6
1996,2,15,16.1,6.6
1996,3,15,11.1,6.6
1996,4,15,8.4,6.6
1996,5,15,7.5,6.6
1996,6,15,7.1,6.6
1996,7,15,13.0,6.5
1996,8,15,15.6,6.6
1996,9,15,20.7,6.6
1996,10,15,18.1,6.7
1996,11,15,16.0,6.7
1996,12,15,14.2,6.7
1997,1,15,16.5,6.6
1997,2,15,19.2,6.6
1997,3,15,22.8,6.6
1997,4,15,23.1,6.6
1997,5,15,22.7,6.6
1997,6,15,22.2,6.6
1997,7,15,17.6,6.6
1997,8,15,17.7,6.6
1997,9,15,16.9,6.6
1997,10,15,22.1,6.6
1997,11,15,22.0,6.7
1997,12,15,23.9,6.7
1998,1,15,20.4,6.7
1998,2,15,16.4,6.7
1998,3,15,11.5,6.8
1998,4,15,7.1,6.9
1998,5,15,6.5,6.8
1998,6,15,7.2,6.8
1998,7,15,9.5,6.8
1998,8,15,10.1,6.8
1998,9,15,11.6,6.8
1998,10,15,9.9,6.8
1998,11,15,8.9,6.8
1998,12,15,8.9,6.8
1999,1,15,12.5,6.8
1999,2,15,15.8,6.8
1999,3,15,20.7,6.7
1999,4,15,19.9,6.8
1999,5,15,21.9,6.8
1999,6,15,21.3,6.8
1999,7,15,23.2,6.9
1999,8,15,22.7,7.0
1999,9,15,22.2,7.0
1999,10,15,20.3,6.9
1999,11,15,16.2,6.9
1999,12,15,14.0,6.9
2000,1,15,12.8,6.8
2000,2,15,15.5,6.8
2000,3,15,19.4,6.8
2000,4,15,22.2,6.8
2000,5,15,26.2,6.8
2000,6,15,25.9,6.8
2000,7,15,27.1,6.8
2000,8,15,22.4,6.9
2000,9,15,20.0,6.8
2000,10,15,16.7,6.8
2000,11,15,17.8,6.8
2000,12,15,19.8,6.8
2001,1,15,23.8,6.7
2001,2,15,24.2,6.7
2001,3,15,27.0,6.7
2001,4,15,24.8,6.7
2001,5,15,25.3,6.7
2001,6,15,25.7,6.7
2001,7,15,27.1,6.7
2001,8,15,29.8,6.7
2001,9,15,29.9,6.7
2001,10,15,27.6,6.7
2001,11,15,24.5,6.8
2001,12,15,22.1,6.8
2002,1,15,23.1,6.8
2002,2,15,24.3,6.8
2002,3,15,25.9,6.8
2002,4,15,24.9,6.8
2002,5,15,26.5,6.8
2002,6,15,29.2,6.8
2002,7,15,29.4,6.8
2002,8,15,28.5,6.8
2002,9,15,30.0,6.8
2002,10,15,31.4,6.8
2002,11,15,34.2,6.8
2002,12,15,32.9,6.8
2003,1,15,31.8,6.7
2003,2,15,30.2,6.8
2003,3,15,29.3,6.8
2003,4,15,33.5,6.8
2003,5,15,35.9,6.8
2003,6,15,40.0,6.8
2003,7,15,40.0,7.0
2003,8,15,42.4,7.0
2003,9,15,43.6,7.1
2003,10,15,44.3,7.1
2003,11,15,41.0,6.9
2003,12,15,39.3,7.0
2004,1,15,36.3,6.9
2004,2,15,33.4,6.9
2004,3,15,33.9,7.0
2004,4,15,34.9,6.9
2004,5,15,39.2,6.9
2004,6,15,41.5,6.9
2004,7,15,40.4,6.9
2004,8,15,41.6,7.0
2004,9,15,38.6,7.0
2004,10,15,37.3,6.9
2004,11,15,34.5,6.9
2004,12,15,34.6,6.9
2005,1,15,36.6,6.8
2005,2,15,37.2,6.8
2005,3,15,36.2,6.9
2005,4,15,36.4,6.9
2005,5,15,37.9,6.8
2005,6,15,40.0,6.8
2005,7,15,40.7,6.8
2005,8,15,39.7,6.8
2005,9,15,36.6,6.8
2005,10,15,36.0,6.8
2005,11,15,34.7,6.8
2005,12,15,35.5,6.8
2006,1,15,35.2,6.8
2006,2,15,37.8,6.8
2006,3,15,43.0,6.8
2006,4,15,44.7,6.8
2006,5,15,43.4,6.8
2006,6,15,40.8,6.8
2006,7,15,40.3,6.8
2006,8,15,42.2,6.8
2006,9,15,43.5,6.8
2006,10,15,44.6,6.9
2006,11,15,44.2,6.9
2006,12,15,39.1,7.0
2007,1,15,35.6,7.0
2007,2,15,31.4,7.0
2007,3,15,34.3,7.1
2007,4,15,38.3,7.1
2007,5,15,45.5,7.2
2007,6,15,49.1,7.2
2007,7,15,50.5,7.2
2007,8,15,50.5,7.3
2007,9,15,47.9,7.1
2007,10,15,46.5,7.0
2007,11,15,46.8,6.9
2007,12,15,45.4,6.8
2008,1,15,46.5,6.8
2008,2,15,46.1,6.8
2008,3,15,52.5,6.8
2008,4,15,56.3,6.8
2008,5,15,60.1,6.8
2008,6,15,60.1,6.8
2008,7,15,59.3,6.8
2008,8,15,55.0,6.8
2008,9,15,50.9,6.8
2008,10,15,46.8,6.8
2008,11,15,46.8,6.8
2008,12,15,46.0,6.9
2009,1,15,47.5,6.9
2009,2,15,46.8,6.9
2009,3,15,49.0,6.9
2009,4,15,50.2,6.9
2009,5,15,55.6,6.9
2009,6,15,59.6,6.9
2009,7,15,62.7,6.9
2009,8,15,62.9,6.8
2009,9,15,63.6,6.8
2009,10,15,63.9,6.8
2009,11,15,65.6,6.9
2009,12,15,68.8,7.0
2010,1,15,67.6,7.1
2010,2,15,67.6,7.1
2010,3,15,63.2,7.1
2010,4,15,65.0,7.0
2010,5,15,61.7,7.1
2010,6,15,61.8,7.1
2010,7,15,61.0,7.1
2010,8,15,63.3,7.1
2010,9,15,65.2,7.1
2010,10,15,68.7,7.1
2010,11,15,71.1,7.1
2010,12,15,72.8,7.4
2011,1,15,70.4,7.4
2011,2,15,68.5,7.4
2011,3,15,67.2,7.5
2011,4,15,70.6,7.5
2011,5,15,72.6,7.5
2011,6,15,73.2,7.6
2011,7,15,72.1,7.6
2011,8,15,69.3,7.6
2011,9,15,67.0,7.6
2011,10,15,62.6,7.6
2011,11,15,58.7,7.6
2011,12,15,55.4,7.7
2012,1,15,58.5,7.7
2012,2,15,63.8,7.7
2012,3,15,72.5,8.3
2012,4,15,80.4,8.3
2012,5,15,82.0,8.4
2012,6,15,82.4,8.4
2012,7,15,78.1,8.4
2012,8,15,78.8,8.4
2012,9,15,78.6,8.4
2012,10,15,80.8,8.4
2012,11,15,79.4,8.4
2012,12,15,77.7,8.8
2013,1,15,70.5,8.8
2013,2,15,65.7,8.8
2013,3,15,67.0,8.8
2013,4,15,69.8,8.8
2013,5,15,72.0,8.8
2013,6,15,71.5,8.8
2013,7,15,71.2,8.8
2013,8,15,71.6,8.8
2013,9,15,68.8,8.8
2013,10,15,66.4,8.9
2013,11,15,59.7,9.0
2013,12,15,58.5,9.0
